,post,name,win,place,show,fin_pos,Odds,date,track,fog,hail,maxhumidity,meandewptm,meanpressurem,meantempm,meanvism,meanwdird,meanwindspdm,minhumidity,precipm,rain,snow,snowdepthm,snowfallm,thunder
145,1.0,Torrid Sand,,,,11,102.8,1999-05-15,PIM,0.0,0.0,64.0,2.0,1025.0,16.0,16.0,75.0,14.0,24.0,0.0,0.0,0.0,,0.0,0.0
146,10.0,Worldly Manner,,,,12,5.3,1999-05-15,PIM,0.0,0.0,64.0,2.0,1025.0,16.0,16.0,75.0,14.0,24.0,0.0,0.0,0.0,,0.0,0.0
147,7.0,Excellent Meeting,,,,13,6.6,1999-05-15,PIM,0.0,0.0,64.0,2.0,1025.0,16.0,16.0,75.0,14.0,24.0,0.0,0.0,0.0,,0.0,0.0
148,0.0,Silverbulletday,,,,14,0.0,1999-05-15,PIM,0.0,0.0,64.0,2.0,1025.0,16.0,16.0,75.0,14.0,24.0,0.0,0.0,0.0,,0.0,0.0
149,6.0,Captain Steve,,,,4,11.5,2000-05-20,PIM,0.0,0.0,100.0,12.0,1017.0,12.0,6.0,65.0,18.0,93.0,0.76,1.0,0.0,,0.0,0.0
150,2.0,Snuck In,,,,5,19.6,2000-05-20,PIM,0.0,0.0,100.0,12.0,1017.0,12.0,6.0,65.0,18.0,93.0,0.76,1.0,0.0,,0.0,0.0
151,1.0,Hugh Hefner,,,,6,49.7,2000-05-20,PIM,0.0,0.0,100.0,12.0,1017.0,12.0,6.0,65.0,18.0,93.0,0.76,1.0,0.0,,0.0,0.0
152,5.0,High Yield,,,,7,7.3,2000-05-20,PIM,0.0,0.0,100.0,12.0,1017.0,12.0,6.0,65.0,18.0,93.0,0.76,1.0,0.0,,0.0,0.0
153,8.0,Hal's Hope,,,,8,35.1,2000-05-20,PIM,0.0,0.0,100.0,12.0,1017.0,12.0,6.0,65.0,18.0,93.0,0.76,1.0,0.0,,0.0,0.0
154,10.0,Dollar Bill,,,,4,8.3,2001-05-19,PIM,1.0,0.0,100.0,17.0,1010.0,21.0,8.0,197.0,5.0,64.0,2.54,1.0,0.0,,0.0,0.0
155,3.0,Griffinite,,,,5,59.1,2001-05-19,PIM,1.0,0.0,100.0,17.0,1010.0,21.0,8.0,197.0,5.0,64.0,2.54,1.0,0.0,,0.0,0.0
156,7.0,Monarchos,,,,6,2.3,2001-05-19,PIM,1.0,0.0,100.0,17.0,1010.0,21.0,8.0,197.0,5.0,64.0,2.54,1.0,0.0,,0.0,0.0
157,1.0,Marciano,,,,7,46.3,2001-05-19,PIM,1.0,0.0,100.0,17.0,1010.0,21.0,8.0,197.0,5.0,64.0,2.54,1.0,0.0,,0.0,0.0
158,9.0,Bay Eagle,,,,8,88.3,2001-05-19,PIM,1.0,0.0,100.0,17.0,1010.0,21.0,8.0,197.0,5.0,64.0,2.54,1.0,0.0,,0.0,0.0
159,8.0,Percy Hope,,,,9,52.6,2001-05-19,PIM,1.0,0.0,100.0,17.0,1010.0,21.0,8.0,197.0,5.0,64.0,2.54,1.0,0.0,,0.0,0.0
160,6.0,Richly Blended,,,,10,17.9,2001-05-19,PIM,1.0,0.0,100.0,17.0,1010.0,21.0,8.0,197.0,5.0,64.0,2.54,1.0,0.0,,0.0,0.0
161,2.0,Mr. John,,,,11,20.2,2001-05-19,PIM,1.0,0.0,100.0,17.0,1010.0,21.0,8.0,197.0,5.0,64.0,2.54,1.0,0.0,,0.0,0.0
162,12.0,Proud Citizen,,,,3,7.4,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
163,6.0,Harlan's Holiday,,,,4,5.2,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
164,7.0,Easyfromthegitgo,,,,5,23.4,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
165,1.0,U S S Tinosa,,,,6,10.2,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
166,4.0,Crimson Hero,,,,7,14.8,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
167,5.0,Medaglia d'Oro,,,,8,3.0,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
168,3.0,Straight Gin,,,,9,28.0,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
169,1.0,Menacing Dennis,,,,10,51.2,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
170,9.0,Table Limit,,,,11,23.1,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
171,10.0,Booklet,,,,12,9.9,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
172,11.0,Equality,,,,13,27.5,2002-05-18,PIM,1.0,0.0,100.0,11.0,1006.0,13.0,13.0,353.0,16.0,60.0,18.54,1.0,0.0,,0.0,0.0
173,2.0,Scrimshaw,,,,3,4.9,2003-05-17,PIM,0.0,0.0,97.0,9.0,1027.0,10.0,12.0,78.0,18.0,86.0,1.27,1.0,0.0,,0.0,0.0
174,7.0,Peace Rules,,,,4,2.4,2003-05-17,PIM,0.0,0.0,97.0,9.0,1027.0,10.0,12.0,78.0,18.0,86.0,1.27,1.0,0.0,,0.0,0.0
175,10.0,Senor Swinger,,,,5,4.9,2003-05-17,PIM,0.0,0.0,97.0,9.0,1027.0,10.0,12.0,78.0,18.0,86.0,1.27,1.0,0.0,,0.0,0.0
176,8.0,New York Hero,,,,6,19.6,2003-05-17,PIM,0.0,0.0,97.0,9.0,1027.0,10.0,12.0,78.0,18.0,86.0,1.27,1.0,0.0,,0.0,0.0
177,3.0,Foufa's Warrior,,,,7,22.4,2003-05-17,PIM,0.0,0.0,97.0,9.0,1027.0,10.0,12.0,78.0,18.0,86.0,1.27,1.0,0.0,,0.0,0.0
178,1.0,Cherokee's Boy,,,,8,9.7,2003-05-17,PIM,0.0,0.0,97.0,9.0,1027.0,10.0,12.0,78.0,18.0,86.0,1.27,1.0,0.0,,0.0,0.0
179,5.0,Ten Cents A Shine,,,,9,8.5,2003-05-17,PIM,0.0,0.0,97.0,9.0,1027.0,10.0,12.0,78.0,18.0,86.0,1.27,1.0,0.0,,0.0,0.0
180,4.0,Kissin Saint,,,,10,10.2,2003-05-17,PIM,0.0,0.0,97.0,9.0,1027.0,10.0,12.0,78.0,18.0,86.0,1.27,1.0,0.0,,0.0,0.0
181,1.0,Lion Heart,,,,4,4.9,2004-05-15,PIM,0.0,0.0,97.0,17.0,1020.0,24.0,16.0,221.0,11.0,43.0,4.32,1.0,0.0,,0.0,0.0
182,8.0,Imperialism,,,,5,6.6,2004-05-15,PIM,0.0,0.0,97.0,17.0,1020.0,24.0,16.0,221.0,11.0,43.0,4.32,1.0,0.0,,0.0,0.0
183,6.0,Sir Shackleton,,,,6,37.5,2004-05-15,PIM,0.0,0.0,97.0,17.0,1020.0,24.0,16.0,221.0,11.0,43.0,4.32,1.0,0.0,,0.0,0.0
184,2.0,Borrego,,,,7,12.8,2004-05-15,PIM,0.0,0.0,97.0,17.0,1020.0,24.0,16.0,221.0,11.0,43.0,4.32,1.0,0.0,,0.0,0.0
185,3.0,Little Matth Man,,,,8,45.0,2004-05-15,PIM,0.0,0.0,97.0,17.0,1020.0,24.0,16.0,221.0,11.0,43.0,4.32,1.0,0.0,,0.0,0.0
186,5.0,Song of the Sword,,,,9,51.0,2004-05-15,PIM,0.0,0.0,97.0,17.0,1020.0,24.0,16.0,221.0,11.0,43.0,4.32,1.0,0.0,,0.0,0.0
187,11.0,Water Cannon,,,,10,39.5,2004-05-15,PIM,0.0,0.0,97.0,17.0,1020.0,24.0,16.0,221.0,11.0,43.0,4.32,1.0,0.0,,0.0,0.0
188,10.0,Sun King,,,,4,21.1,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
189,11.0,High Limit,,,,5,18.7,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
190,3.0,Noble Causeway,,,,6,11.3,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
191,4.0,Greeley's Galaxy,,,,7,9.4,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
192,1.0,Malibu Moonshine,,,,8,24.0,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
193,7.0,Closing Argument,,,,9,7.2,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
194,2.0,High Fly,,,,10,5.1,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
195,6.0,Hal's Image,,,,11,23.5,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
196,9.0,Wilko,,,,12,13.3,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
197,5.0,Galloping Grocer,,,,13,27.0,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
198,14.0,Going Wild,,,,14,26.5,2005-05-21,PIM,0.0,0.0,100.0,6.0,1012.0,14.0,14.0,308.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
199,5.0,Brother Derek,,,,4,3.2,2006-05-20,PIM,0.0,0.0,86.0,6.0,1006.0,17.0,16.0,281.0,10.0,31.0,0.0,0.0,0.0,,0.0,0.0
200,4.0,Greeley's Galaxy,,,,5,34.9,2006-05-20,PIM,0.0,0.0,86.0,6.0,1006.0,17.0,16.0,281.0,10.0,31.0,0.0,0.0,0.0,,0.0,0.0
201,2.0,Platinum Couple,,,,6,33.2,2006-05-20,PIM,0.0,0.0,86.0,6.0,1006.0,17.0,16.0,281.0,10.0,31.0,0.0,0.0,0.0,,0.0,0.0
202,1.0,Like Now,,,,7,17.4,2006-05-20,PIM,0.0,0.0,86.0,6.0,1006.0,17.0,16.0,281.0,10.0,31.0,0.0,0.0,0.0,,0.0,0.0
203,9.0,Diabolical,,,,8,26.0,2006-05-20,PIM,0.0,0.0,86.0,6.0,1006.0,17.0,16.0,281.0,10.0,31.0,0.0,0.0,0.0,,0.0,0.0
204,6.0,Barbaro,,,,9,0.5,2006-05-20,PIM,0.0,0.0,86.0,6.0,1006.0,17.0,16.0,281.0,10.0,31.0,0.0,0.0,0.0,,0.0,0.0
205,9.0,C P West,,,,4,24.9,2007-05-19,PIM,0.0,0.0,93.0,6.0,1016.0,16.0,16.0,321.0,12.0,25.0,0.25,1.0,0.0,0.0,0.0,0.0
206,3.0,Circular Quay,,,,5,6.0,2007-05-19,PIM,0.0,0.0,93.0,6.0,1016.0,16.0,16.0,321.0,12.0,25.0,0.25,1.0,0.0,0.0,0.0,0.0
207,5.0,King of the Roxy,,,,6,14.2,2007-05-19,PIM,0.0,0.0,93.0,6.0,1016.0,16.0,16.0,321.0,12.0,25.0,0.25,1.0,0.0,0.0,0.0,0.0
208,1.0,Mint Slewlep,,,,7,40.1,2007-05-19,PIM,0.0,0.0,93.0,6.0,1016.0,16.0,16.0,321.0,12.0,25.0,0.25,1.0,0.0,0.0,0.0,0.0
209,2.0,Xchanger,,,,8,23.0,2007-05-19,PIM,0.0,0.0,93.0,6.0,1016.0,16.0,16.0,321.0,12.0,25.0,0.25,1.0,0.0,0.0,0.0,0.0
210,6.0,Flying First Class,,,,9,16.6,2007-05-19,PIM,0.0,0.0,93.0,6.0,1016.0,16.0,16.0,321.0,12.0,25.0,0.25,1.0,0.0,0.0,0.0,0.0
211,6.0,Racecar Rhapsody,,,,4,25.0,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
212,9.0,Stevil,,,,5,41.0,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
213,8.0,Kentucky Bear,,,,6,14.0,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
214,13.0,Hey Byrn,,,,7,34.0,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
215,11.0,Giant Moon,,,,8,37.0,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
216,2.0,Tres Borrachos,,,,9,43.0,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
217,4.0,Yankee Bravo,,,,10,24.0,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
218,12.0,Gayego,,,,11,9.0,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
219,10.0,Riley Tucker,,,,12,36.0,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
220,5.0,Behindatthebar,,,,0,0.0,2008-05-17,PIM,0.0,0.0,93.0,7.0,1003.0,16.0,16.0,260.0,18.0,33.0,,1.0,0.0,0.0,0.0,0.0
221,10.0,Flying Private,,,,4,50.0,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
222,1.0,Big Drama,,,,5,10.0,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
223,7.0,Papa Clem,,,,6,12.0,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
224,6.0,Terrain,,,,7,30.0,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
225,4.0,Luv Gov,,,,8,50.0,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
226,8.0,General Quarters,,,,9,20.0,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
227,5.0,Friesan Fire,,,,10,6.0,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
228,9.0,Pioneerof the Nile,,,,11,5.0,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
229,12.0,Tone It Down,,,,12,50.0,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
230,11.0,Take the Points,,,,13,30.0,2009-05-16,PIM,0.0,0.0,100.0,18.0,1016.0,22.0,7.0,191.0,7.0,71.0,9.65,1.0,0.0,0.0,0.0,0.0
231,5.0,Yawanna Twist,,,,4,30.0,2010-05-15,PIM,0.0,0.0,84.0,10.0,1019.0,20.0,16.0,297.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
232,12.0,Dublin,,,,5,10.0,2010-05-15,PIM,0.0,0.0,84.0,10.0,1019.0,20.0,16.0,297.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
233,10.0,Paddy O'Prado,,,,6,4.5,2010-05-15,PIM,0.0,0.0,84.0,10.0,1019.0,20.0,16.0,297.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
234,9.0,Caracortado,,,,7,10.0,2010-05-15,PIM,0.0,0.0,84.0,10.0,1019.0,20.0,16.0,297.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
235,8.0,Super Saver,,,,8,2.5,2010-05-15,PIM,0.0,0.0,84.0,10.0,1019.0,20.0,16.0,297.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
236,2.0,Schoolyard Dreams,,,,9,15.0,2010-05-15,PIM,0.0,0.0,84.0,10.0,1019.0,20.0,16.0,297.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
237,1.0,Aikenite,,,,10,20.0,2010-05-15,PIM,0.0,0.0,84.0,10.0,1019.0,20.0,16.0,297.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
238,3.0,Pleasant Prince,,,,11,20.0,2010-05-15,PIM,0.0,0.0,84.0,10.0,1019.0,20.0,16.0,297.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
239,4.0,Northern Giant,,,,12,30.0,2010-05-15,PIM,0.0,0.0,84.0,10.0,1019.0,20.0,16.0,297.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
240,10.0,Dialed In,,,,4,4.5,2011-05-21,PIM,0.0,0.0,93.0,13.0,1015.0,20.0,15.0,275.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
241,8.0,Dance City,,,,5,12.0,2011-05-21,PIM,0.0,0.0,93.0,13.0,1015.0,20.0,15.0,275.0,6.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
